File,TestTime,HavePad,Edge,DarkDot,DarkCircle,DarkPlane,WhiteDot,WhiteCircle,WhitePlane,IOXColor,NullColor,Scratch,ToolResult,Pass 
E:\Image\20220831\1150825018\1\CamStation0_Pcs1_PAD1_09465941.jpg,2022/08/31 09:46:59:8018,1,0,0,0,0,0,0,0,0,0,1,True,False 
E:\Image\20220831\1150825018\1\CamStation0_Pcs1_PAD2_09470090.jpg,2022/08/31 09:47:01:1219,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220831\1150825018\1\CamStation0_Pcs1_PAD3_09470209.jpg,2022/08/31 09:47:02:2972,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220831\1150825018\1\CamStation0_Pcs1_PAD4_09470324.jpg,2022/08/31 09:47:03:4462,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220831\1150825018\1\CamStation0_Pcs1_PAD5_09470439.jpg,2022/08/31 09:47:04:5968,1,0,0,1,0,0,0,0,0,0,0,True,False 
E:\Image\20220831\1150825018\1\CamStation0_Pcs1_PAD6_09470559.jpg,2022/08/31 09:47:05:7968,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220831\1150825018\1\CamStation0_Pcs1_PAD7_09470675.jpg,2022/08/31 09:47:06:9740,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220831\1150825018\1\CamStation0_Pcs1_PAD8_09470789.jpg,2022/08/31 09:47:08:1081,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220831\1150825018\1\CamStation0_Pcs1_PAD9_09470912.jpg,2022/08/31 09:47:09:3223,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220831\1150825018\1\CamStation0_Pcs1_PAD10_09471024.jpg,2022/08/31 09:47:10:4465,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220831\1150825018\1\CamStation0_Pcs1_PAD11_09471141.jpg,2022/08/31 09:47:11:6135,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220831\1150825018\1\CamStation0_Pcs1_PAD12_09471254.jpg,2022/08/31 09:47:12:8134,1,0,1,0,0,0,0,0,0,0,0,True,False 
E:\Image\20220831\1150825018\1\CamStation0_Pcs1_PAD13_09471391.jpg,2022/08/31 09:47:14:1526,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220831\1150825018\1\CamStation0_Pcs1_PAD14_09471517.jpg,2022/08/31 09:47:15:4128,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220831\1150825018\1\CamStation0_Pcs1_PAD15_09471691.jpg,2022/08/31 09:47:17:1169,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220831\1150825018\2\CamStation0_Pcs2_PAD1_09471810.jpg,2022/08/31 09:47:18:3169,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220831\1150825018\2\CamStation0_Pcs2_PAD2_09471926.jpg,2022/08/31 09:47:19:4654,1,0,1,0,0,0,0,0,0,0,0,True,False 
E:\Image\20220831\1150825018\2\CamStation0_Pcs2_PAD3_09472041.jpg,2022/08/31 09:47:20:6174,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220831\1150825018\2\CamStation0_Pcs2_PAD4_09472156.jpg,2022/08/31 09:47:21:7698,1,0,0,1,0,0,0,0,0,0,0,True,False 
E:\Image\20220831\1150825018\2\CamStation0_Pcs2_PAD5_09472271.jpg,2022/08/31 09:47:22:9160,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220831\1150825018\2\CamStation0_Pcs2_PAD6_09472387.jpg,2022/08/31 09:47:24:0950,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220831\1150825018\2\CamStation0_Pcs2_PAD7_09472506.jpg,2022/08/31 09:47:25:2659,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220831\1150825018\2\CamStation0_Pcs2_PAD8_09472619.jpg,2022/08/31 09:47:26:4217,1,0,2,0,0,0,1,0,0,0,0,True,False 
E:\Image\20220831\1150825018\2\CamStation0_Pcs2_PAD9_09472737.jpg,2022/08/31 09:47:27:5958,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220831\1150825018\2\CamStation0_Pcs2_PAD10_09472855.jpg,2022/08/31 09:47:28:7643,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220831\1150825018\2\CamStation0_Pcs2_PAD11_09472970.jpg,2022/08/31 09:47:29:9087,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220831\1150825018\2\CamStation0_Pcs2_PAD12_09473085.jpg,2022/08/31 09:47:31:1261,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220831\1150825018\2\CamStation0_Pcs2_PAD13_09473216.jpg,2022/08/31 09:47:32:4016,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220831\1150825018\2\CamStation0_Pcs2_PAD14_09473343.jpg,2022/08/31 09:47:33:6677,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220831\1150825018\2\CamStation0_Pcs2_PAD15_09473466.jpg,2022/08/31 09:47:34:8646,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220831\1150825018\3\CamStation0_Pcs3_PAD1_09473584.jpg,2022/08/31 09:47:36:0485,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220831\1150825018\3\CamStation0_Pcs3_PAD2_09473700.jpg,2022/08/31 09:47:37:2099,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220831\1150825018\3\CamStation0_Pcs3_PAD3_09473815.jpg,2022/08/31 09:47:38:3621,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220831\1150825018\3\CamStation0_Pcs3_PAD4_09473930.jpg,2022/08/31 09:47:39:5061,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220831\1150825018\3\CamStation0_Pcs3_PAD5_09474045.jpg,2022/08/31 09:47:40:6602,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220831\1150825018\3\CamStation0_Pcs3_PAD6_09474160.jpg,2022/08/31 09:47:41:8111,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220831\1150825018\3\CamStation0_Pcs3_PAD7_09474275.jpg,2022/08/31 09:47:42:9606,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220831\1150825018\3\CamStation0_Pcs3_PAD8_09474390.jpg,2022/08/31 09:47:44:1195,1,0,0,0,0,0,0,0,0,0,0,True,True 
