File,TestTime,HavePad,Edge,DarkDot,DarkCircle,DarkPlane,WhiteDot,WhiteCircle,WhitePlane,IOXColor,NullColor,Scratch,ToolResult,Pass 
E:\Image\20220826\1150825005\1\CamStation2_Dut1_Dot1_14583823.jpg,2022/08/26 14:58:38:4443,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\1\CamStation2_Dut1_Dot2_14583950.jpg,2022/08/26 14:58:39:7152,1,0,0,0,0,0,0,0,0,0,7,True,False 
E:\Image\20220826\1150825005\1\CamStation2_Dut1_Dot3_14584078.jpg,2022/08/26 14:58:40:9980,1,0,0,0,0,0,0,0,0,0,4,True,False 
E:\Image\20220826\1150825005\1\CamStation2_Dut1_Dot4_14584209.jpg,2022/08/26 14:58:42:2951,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\1\CamStation2_Dut1_Dot5_14584338.jpg,2022/08/26 14:58:43:6211,1,0,0,0,0,0,0,0,0,0,4,True,False 
E:\Image\20220826\1150825005\1\CamStation2_Dut1_Dot6_14584467.jpg,2022/08/26 14:58:44:8966,1,0,0,0,0,0,0,0,0,0,5,True,False 
E:\Image\20220826\1150825005\1\CamStation2_Dut1_Dot7_14584595.jpg,2022/08/26 14:58:46:1596,1,0,0,0,0,0,0,0,0,1,5,True,False 
E:\Image\20220826\1150825005\1\CamStation2_Dut1_Dot8_14584726.jpg,2022/08/26 14:58:47:5203,1,0,0,0,0,0,0,0,0,0,14,True,False 
E:\Image\20220826\1150825005\1\CamStation2_Dut1_Dot8_14584726.jpg,2022/08/26 15:01:42:6856,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\1\CamStation2_Dut1_Dot9_15025192.jpg,2022/08/26 15:02:52:1442,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\1\CamStation2_Dut1_Dot10_15025323.jpg,2022/08/26 15:02:53:4501,1,0,1,0,0,0,0,0,0,0,0,True,False 
E:\Image\20220826\1150825005\1\CamStation2_Dut1_Dot11_15025456.jpg,2022/08/26 15:02:54:7653,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\1\CamStation2_Dut1_Dot12_15025593.jpg,2022/08/26 15:02:56:2365,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\1\CamStation2_Dut1_Dot13_15025740.jpg,2022/08/26 15:02:57:7204,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\1\CamStation2_Dut1_Dot14_15025879.jpg,2022/08/26 15:02:58:9791,1,0,0,0,0,0,0,0,0,0,1,True,False 
E:\Image\20220826\1150825005\1\CamStation2_Dut1_Dot15_15025997.jpg,2022/08/26 15:03:00:1763,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\2\CamStation2_Dut2_Dot1_15030124.jpg,2022/08/26 15:03:01:4372,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\2\CamStation2_Dut2_Dot2_15030247.jpg,2022/08/26 15:03:02:6754,1,0,0,0,0,0,0,0,0,1,0,True,False 
E:\Image\20220826\1150825005\2\CamStation2_Dut2_Dot3_15030369.jpg,2022/08/26 15:03:03:8948,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\2\CamStation2_Dut2_Dot4_15030488.jpg,2022/08/26 15:03:05:0899,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\2\CamStation2_Dut2_Dot5_15030612.jpg,2022/08/26 15:03:06:3260,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\2\CamStation2_Dut2_Dot6_15030737.jpg,2022/08/26 15:03:07:5747,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\2\CamStation2_Dut2_Dot7_15030862.jpg,2022/08/26 15:03:08:8260,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\2\CamStation2_Dut2_Dot8_15043342.jpg,2022/08/26 15:04:33:6639,1,0,0,0,0,0,0,0,0,1,0,True,False 
E:\Image\20220826\1150825005\2\CamStation2_Dut2_Dot9_15043477.jpg,2022/08/26 15:04:34:9982,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\2\CamStation2_Dut2_Dot10_15043606.jpg,2022/08/26 15:04:36:3025,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\2\CamStation2_Dut2_Dot11_15043737.jpg,2022/08/26 15:04:37:5831,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\2\CamStation2_Dut2_Dot12_15043880.jpg,2022/08/26 15:04:39:1038,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\2\CamStation2_Dut2_Dot13_15064108.jpg,2022/08/26 15:06:41:3441,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\2\CamStation2_Dut2_Dot14_15064241.jpg,2022/08/26 15:06:42:6893,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\2\CamStation2_Dut2_Dot15_15064372.jpg,2022/08/26 15:06:43:9392,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\3\CamStation2_Dut3_Dot1_15064508.jpg,2022/08/26 15:06:45:2895,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\3\CamStation2_Dut3_Dot2_15064646.jpg,2022/08/26 15:06:46:6937,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\3\CamStation2_Dut3_Dot3_15064773.jpg,2022/08/26 15:06:47:9380,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\3\CamStation2_Dut3_Dot4_15064897.jpg,2022/08/26 15:06:49:1912,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\3\CamStation2_Dut3_Dot5_15065023.jpg,2022/08/26 15:06:50:4447,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\3\CamStation2_Dut3_Dot6_15065148.jpg,2022/08/26 15:06:51:6918,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\3\CamStation2_Dut3_Dot7_15065276.jpg,2022/08/26 15:06:52:9894,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\3\CamStation2_Dut3_Dot8_15065407.jpg,2022/08/26 15:06:54:2966,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\3\CamStation2_Dut3_Dot9_15065536.jpg,2022/08/26 15:06:55:5882,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\3\CamStation2_Dut3_Dot10_15065661.jpg,2022/08/26 15:06:56:8367,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\3\CamStation2_Dut3_Dot11_15065785.jpg,2022/08/26 15:06:58:0648,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\3\CamStation2_Dut3_Dot12_15065927.jpg,2022/08/26 15:06:59:5765,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\3\CamStation2_Dut3_Dot13_15070070.jpg,2022/08/26 15:07:01:0053,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\3\CamStation2_Dut3_Dot14_15070205.jpg,2022/08/26 15:07:02:2380,0,0,0,0,0,0,0,0,0,0,0,True,False 
E:\Image\20220826\1150825005\3\CamStation2_Dut3_Dot15_15070326.jpg,2022/08/26 15:07:03:4906,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\4\CamStation2_Dut4_Dot1_15070466.jpg,2022/08/26 15:07:04:8912,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\4\CamStation2_Dut4_Dot2_15070592.jpg,2022/08/26 15:07:06:1379,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\4\CamStation2_Dut4_Dot3_15070716.jpg,2022/08/26 15:07:07:3896,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\4\CamStation2_Dut4_Dot4_15070847.jpg,2022/08/26 15:07:08:6945,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\4\CamStation2_Dut4_Dot5_15070972.jpg,2022/08/26 15:07:09:9417,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\4\CamStation2_Dut4_Dot6_15071101.jpg,2022/08/26 15:07:11:2380,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\4\CamStation2_Dut4_Dot7_15071226.jpg,2022/08/26 15:07:12:4901,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\4\CamStation2_Dut4_Dot8_15071356.jpg,2022/08/26 15:07:13:7944,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\4\CamStation2_Dut4_Dot9_15120028.jpg,2022/08/26 15:12:00:5073,1,2,2,0,0,0,0,0,70,0,3,True,False 
E:\Image\20220826\1150825005\4\CamStation2_Dut4_Dot10_15120165.jpg,2022/08/26 15:12:01:8587,1,2,4,0,0,0,0,0,29,0,3,True,False 
E:\Image\20220826\1150825005\4\CamStation2_Dut4_Dot11_15120296.jpg,2022/08/26 15:12:03:1702,1,0,0,0,0,0,0,0,11,0,0,True,False 
E:\Image\20220826\1150825005\4\CamStation2_Dut4_Dot12_15120438.jpg,2022/08/26 15:12:04:7624,1,0,0,32,0,0,0,0,422,0,0,True,False 
E:\Image\20220826\1150825005\4\CamStation2_Dut4_Dot13_15120604.jpg,2022/08/26 15:12:06:3092,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\4\CamStation2_Dut4_Dot14_15120744.jpg,2022/08/26 15:12:07:7488,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\4\CamStation2_Dut4_Dot15_15120883.jpg,2022/08/26 15:12:09:0365,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\5\CamStation2_Dut5_Dot1_15121015.jpg,2022/08/26 15:12:10:3862,1,0,0,0,0,0,0,0,0,1,0,True,False 
E:\Image\20220826\1150825005\5\CamStation2_Dut5_Dot2_15121148.jpg,2022/08/26 15:12:11:6769,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\5\CamStation2_Dut5_Dot3_15121272.jpg,2022/08/26 15:12:12:9282,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\5\CamStation2_Dut5_Dot4_15121400.jpg,2022/08/26 15:12:14:2296,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\5\CamStation2_Dut5_Dot5_15121531.jpg,2022/08/26 15:12:15:5406,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\5\CamStation2_Dut5_Dot6_15121663.jpg,2022/08/26 15:12:16:8276,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\5\CamStation2_Dut5_Dot7_15121790.jpg,2022/08/26 15:12:18:0959,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\5\CamStation2_Dut5_Dot8_15121921.jpg,2022/08/26 15:12:19:4451,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\5\CamStation2_Dut5_Dot9_15122051.jpg,2022/08/26 15:12:20:7334,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\5\CamStation2_Dut5_Dot10_15122178.jpg,2022/08/26 15:12:21:9806,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\5\CamStation2_Dut5_Dot11_15122301.jpg,2022/08/26 15:12:23:2161,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\5\CamStation2_Dut5_Dot12_15122437.jpg,2022/08/26 15:12:24:6800,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\5\CamStation2_Dut5_Dot13_15122578.jpg,2022/08/26 15:12:26:0264,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\5\CamStation2_Dut5_Dot14_15122712.jpg,2022/08/26 15:12:27:3924,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\5\CamStation2_Dut5_Dot15_15122845.jpg,2022/08/26 15:12:28:6796,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\6\CamStation2_Dut6_Dot1_15122977.jpg,2022/08/26 15:12:29:9794,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\6\CamStation2_Dut6_Dot2_15123102.jpg,2022/08/26 15:12:31:2319,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\6\CamStation2_Dut6_Dot3_15123227.jpg,2022/08/26 15:12:32:4778,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\6\CamStation2_Dut6_Dot4_15123352.jpg,2022/08/26 15:12:33:7295,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\6\CamStation2_Dut6_Dot5_15123477.jpg,2022/08/26 15:12:34:9807,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\6\CamStation2_Dut6_Dot6_15123603.jpg,2022/08/26 15:12:36:2361,1,0,1,0,0,0,0,0,0,0,0,True,False 
E:\Image\20220826\1150825005\6\CamStation2_Dut6_Dot7_15123727.jpg,2022/08/26 15:12:37:4810,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\6\CamStation2_Dut6_Dot8_15123856.jpg,2022/08/26 15:12:38:7844,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\6\CamStation2_Dut6_Dot9_15123980.jpg,2022/08/26 15:12:40:0265,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\6\CamStation2_Dut6_Dot10_15124105.jpg,2022/08/26 15:12:41:2753,1,0,1,0,0,0,0,0,0,0,0,True,False 
E:\Image\20220826\1150825005\6\CamStation2_Dut6_Dot11_15124226.jpg,2022/08/26 15:12:42:4649,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\6\CamStation2_Dut6_Dot12_15124356.jpg,2022/08/26 15:12:43:8343,1,11,14,0,0,0,0,0,0,11,1,True,False 
E:\Image\20220826\1150825005\6\CamStation2_Dut6_Dot13_15124492.jpg,2022/08/26 15:12:45:1819,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\6\CamStation2_Dut6_Dot14_15124621.jpg,2022/08/26 15:12:46:4854,1,0,0,0,0,0,0,0,1,0,0,True,False 
E:\Image\20220826\1150825005\6\CamStation2_Dut6_Dot15_15124750.jpg,2022/08/26 15:12:47:7342,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\7\CamStation2_Dut7_Dot1_15124882.jpg,2022/08/26 15:12:49:0329,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\7\CamStation2_Dut7_Dot2_15125010.jpg,2022/08/26 15:12:50:2997,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\7\CamStation2_Dut7_Dot3_15125133.jpg,2022/08/26 15:12:51:5282,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\7\CamStation2_Dut7_Dot4_15125268.jpg,2022/08/26 15:12:52:8783,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\7\CamStation2_Dut7_Dot5_15125393.jpg,2022/08/26 15:12:54:1329,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\7\CamStation2_Dut7_Dot6_15125517.jpg,2022/08/26 15:12:55:3804,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\7\CamStation2_Dut7_Dot7_15125643.jpg,2022/08/26 15:12:56:6308,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\7\CamStation2_Dut7_Dot8_15125768.jpg,2022/08/26 15:12:57:8802,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\7\CamStation2_Dut7_Dot9_15125893.jpg,2022/08/26 15:12:59:1297,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\7\CamStation2_Dut7_Dot10_15130015.jpg,2022/08/26 15:13:00:3871,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\7\CamStation2_Dut7_Dot11_15130142.jpg,2022/08/26 15:13:01:6195,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\7\CamStation2_Dut7_Dot12_15130276.jpg,2022/08/26 15:13:03:0668,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\7\CamStation2_Dut7_Dot13_15130419.jpg,2022/08/26 15:13:04:4408,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\7\CamStation2_Dut7_Dot14_15130552.jpg,2022/08/26 15:13:05:7952,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\7\CamStation2_Dut7_Dot15_15130682.jpg,2022/08/26 15:13:07:0322,1,0,0,0,0,0,0,0,0,1,0,True,False 
E:\Image\20220826\1150825005\8\CamStation2_Dut8_Dot1_15130817.jpg,2022/08/26 15:13:08:3823,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\8\CamStation2_Dut8_Dot2_15130941.jpg,2022/08/26 15:13:09:6320,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\8\CamStation2_Dut8_Dot3_15131067.jpg,2022/08/26 15:13:10:8809,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\8\CamStation2_Dut8_Dot4_15131192.jpg,2022/08/26 15:13:12:1346,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\8\CamStation2_Dut8_Dot5_15131334.jpg,2022/08/26 15:13:13:5363,1,0,0,0,0,0,0,0,0,0,1,True,False 
E:\Image\20220826\1150825005\8\CamStation2_Dut8_Dot6_15131456.jpg,2022/08/26 15:13:14:7773,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\8\CamStation2_Dut8_Dot7_15131582.jpg,2022/08/26 15:13:16:0292,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\8\CamStation2_Dut8_Dot8_15131710.jpg,2022/08/26 15:13:17:3355,1,0,1,0,0,0,0,0,0,0,1,True,False 
E:\Image\20220826\1150825005\8\CamStation2_Dut8_Dot9_15131838.jpg,2022/08/26 15:13:18:5811,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\8\CamStation2_Dut8_Dot10_15131962.jpg,2022/08/26 15:13:19:8276,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\8\CamStation2_Dut8_Dot11_15132087.jpg,2022/08/26 15:13:21:0667,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\8\CamStation2_Dut8_Dot12_15132222.jpg,2022/08/26 15:13:22:5083,1,6,0,0,0,0,0,0,0,1,2,True,False 
E:\Image\20220826\1150825005\8\CamStation2_Dut8_Dot13_15132367.jpg,2022/08/26 15:13:23:9622,1,0,0,0,0,0,0,0,1,0,0,True,False 
E:\Image\20220826\1150825005\8\CamStation2_Dut8_Dot14_15132507.jpg,2022/08/26 15:13:25:3509,1,0,0,0,0,0,0,0,1,0,0,True,False 
E:\Image\20220826\1150825005\8\CamStation2_Dut8_Dot15_15132636.jpg,2022/08/26 15:13:26:5784,1,0,0,0,0,0,0,0,0,0,1,True,False 
E:\Image\20220826\1150825005\9\CamStation2_Dut9_Dot1_15132766.jpg,2022/08/26 15:13:27:8910,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\9\CamStation2_Dut9_Dot2_15132892.jpg,2022/08/26 15:13:29:1324,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\9\CamStation2_Dut9_Dot3_15133016.jpg,2022/08/26 15:13:30:3840,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\9\CamStation2_Dut9_Dot4_15133144.jpg,2022/08/26 15:13:31:6458,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\9\CamStation2_Dut9_Dot5_15133267.jpg,2022/08/26 15:13:32:8801,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\9\CamStation2_Dut9_Dot6_15133392.jpg,2022/08/26 15:13:34:1263,1,0,0,0,0,0,0,0,0,0,1,True,False 
E:\Image\20220826\1150825005\9\CamStation2_Dut9_Dot7_15133520.jpg,2022/08/26 15:13:35:4315,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\9\CamStation2_Dut9_Dot8_15133646.jpg,2022/08/26 15:13:36:6902,1,0,0,0,0,0,0,0,0,0,1,True,False 
E:\Image\20220826\1150825005\9\CamStation2_Dut9_Dot9_15133779.jpg,2022/08/26 15:13:37:9932,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\9\CamStation2_Dut9_Dot10_15133901.jpg,2022/08/26 15:13:39:2287,1,0,0,0,0,0,0,0,0,0,1,True,False 
E:\Image\20220826\1150825005\9\CamStation2_Dut9_Dot11_15134026.jpg,2022/08/26 15:13:40:4695,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\9\CamStation2_Dut9_Dot12_15134159.jpg,2022/08/26 15:13:41:9324,1,0,0,0,0,0,0,0,0,0,3,True,False 
E:\Image\20220826\1150825005\9\CamStation2_Dut9_Dot12_15134159.jpg,2022/08/26 15:13:50:5157,1,0,0,0,0,0,0,0,0,0,3,True,False 
E:\Image\20220826\1150825005\9\CamStation2_Dut9_Dot12_15134159.jpg,2022/08/26 15:14:36:4371,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\9\CamStation2_Dut9_Dot12_15134159.jpg,2022/08/26 15:14:59:7097,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\9\CamStation2_Dut9_Dot13_15151508.jpg,2022/08/26 15:15:15:3998,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220826\1150825005\9\CamStation2_Dut9_Dot14_15151654.jpg,2022/08/26 15:15:16:7663,1,0,0,0,0,0,0,0,1,0,1,True,False 
