File,TestTime,HavePad,Edge,DarkDot,DarkCircle,DarkPlane,WhiteDot,WhiteCircle,WhitePlane,IOXColor,NullColor,Scratch,ToolResult,Pass 
E:\Image\20220901\024\1\CamStation3_Pcs1_PAD1_09071769.jpg,2022/09/01 09:07:17:9578,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\024\1\CamStation3_Pcs1_PAD2_09071890.jpg,2022/09/01 09:07:19:0957,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\024\1\CamStation3_Pcs1_PAD3_09072005.jpg,2022/09/01 09:07:20:2476,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\024\1\CamStation3_Pcs1_PAD4_09072119.jpg,2022/09/01 09:07:21:3955,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\024\1\CamStation3_Pcs1_PAD5_09072234.jpg,2022/09/01 09:07:22:5501,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\024\1\CamStation3_Pcs1_PAD6_09072350.jpg,2022/09/01 09:07:23:7000,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\024\1\CamStation3_Pcs1_PAD7_09072464.jpg,2022/09/01 09:07:24:8520,1,0,1,0,0,0,0,0,0,0,0,True,False 
E:\Image\20220901\024\1\CamStation3_Pcs1_PAD8_09072587.jpg,2022/09/01 09:07:26:0526,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\024\1\CamStation3_Pcs1_PAD9_09072700.jpg,2022/09/01 09:07:27:1939,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\024\1\CamStation3_Pcs1_PAD10_09072815.jpg,2022/09/01 09:07:28:3447,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\024\1\CamStation3_Pcs1_PAD11_09072928.jpg,2022/09/01 09:07:29:4736,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\024\1\CamStation3_Pcs1_PAD12_09073058.jpg,2022/09/01 09:07:30:8031,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\024\1\CamStation3_Pcs1_PAD13_09073181.jpg,2022/09/01 09:07:31:9982,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\024\1\CamStation3_Pcs1_PAD14_09073298.jpg,2022/09/01 09:07:33:1750,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\024\1\CamStation3_Pcs1_PAD15_09073410.jpg,2022/09/01 09:07:34:2968,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\024\2\CamStation3_Pcs2_PAD1_09073529.jpg,2022/09/01 09:07:35:4772,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\024\2\CamStation3_Pcs2_PAD2_09073644.jpg,2022/09/01 09:07:36:6488,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\024\2\CamStation3_Pcs2_PAD3_09073759.jpg,2022/09/01 09:07:37:7953,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\024\2\CamStation3_Pcs2_PAD4_09073875.jpg,2022/09/01 09:07:38:9490,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\024\2\CamStation3_Pcs2_PAD5_09073989.jpg,2022/09/01 09:07:40:0957,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\024\2\CamStation3_Pcs2_PAD6_09074104.jpg,2022/09/01 09:07:41:2459,1,0,0,0,0,0,0,0,0,0,0,True,True 
