File,TestTime,HavePad,Edge,DarkDot,DarkCircle,DarkPlane,WhiteDot,WhiteCircle,WhitePlane,IOXColor,NullColor,Scratch,ToolResult,Pass 
D:\Image\20220824\1150824004\1\CamStation1_Dut1_Dot1_09460806.jpg,2022/08/24 09:46:08:3551,1,0,0,0,0,0,0,0,6,0,0,True,False 
D:\Image\20220824\1150824004\1\CamStation1_Dut1_Dot2_09460946.jpg,2022/08/24 09:46:09:6616,1,0,0,0,0,0,0,0,18,0,0,True,False 
D:\Image\20220824\1150824004\1\CamStation1_Dut1_Dot3_09461062.jpg,2022/08/24 09:46:10:8295,1,0,0,1,0,0,0,0,11,0,0,True,False 
D:\Image\20220824\1150824004\1\CamStation1_Dut1_Dot4_09461177.jpg,2022/08/24 09:46:11:9914,1,0,1,0,0,0,0,0,9,0,0,True,False 
D:\Image\20220824\1150824004\1\CamStation1_Dut1_Dot5_09461298.jpg,2022/08/24 09:46:13:1932,1,0,0,0,0,0,0,0,10,0,0,True,False 
D:\Image\20220824\1150824004\1\CamStation1_Dut1_Dot6_09461417.jpg,2022/08/24 09:46:14:3850,1,0,0,0,0,0,0,0,7,0,0,True,False 
D:\Image\20220824\1150824004\1\CamStation1_Dut1_Dot7_09461531.jpg,2022/08/24 09:46:15:5349,1,0,0,1,0,0,0,0,3,0,0,True,False 
D:\Image\20220824\1150824004\1\CamStation1_Dut1_Dot8_09461647.jpg,2022/08/24 09:46:16:6938,1,2,2,0,0,0,0,0,22,0,0,True,False 
D:\Image\20220824\1150824004\1\CamStation1_Dut1_Dot9_09461767.jpg,2022/08/24 09:46:17:8876,1,0,0,0,0,0,0,0,8,0,0,True,False 
D:\Image\20220824\1150824004\1\CamStation1_Dut1_Dot10_09461882.jpg,2022/08/24 09:46:19:0306,1,0,0,0,0,0,0,0,1,0,0,True,False 
D:\Image\20220824\1150824004\1\CamStation1_Dut1_Dot11_09461994.jpg,2022/08/24 09:46:20:1536,1,0,0,0,0,0,0,0,1,0,0,True,False 
D:\Image\20220824\1150824004\1\CamStation1_Dut1_Dot12_09462112.jpg,2022/08/24 09:46:21:3374,1,0,0,1,0,0,1,0,9,0,1,True,False 
D:\Image\20220824\1150824004\1\CamStation1_Dut1_Dot13_09462245.jpg,2022/08/24 09:46:22:6519,1,0,0,0,0,0,0,0,1,0,0,True,False 
D:\Image\20220824\1150824004\1\CamStation1_Dut1_Dot14_09462362.jpg,2022/08/24 09:46:23:8267,1,0,0,0,0,0,0,0,0,0,0,True,True 
D:\Image\20220824\1150824004\1\CamStation1_Dut1_Dot15_09462477.jpg,2022/08/24 09:46:24:9777,1,0,0,0,0,0,0,0,1,0,0,True,False 
D:\Image\20220824\1150824004\2\CamStation1_Dut2_Dot1_09462597.jpg,2022/08/24 09:46:26:1894,1,0,0,0,0,0,0,0,23,0,0,True,False 
D:\Image\20220824\1150824004\2\CamStation1_Dut2_Dot2_09462717.jpg,2022/08/24 09:46:27:3922,1,0,0,0,0,0,0,0,19,0,0,True,False 
D:\Image\20220824\1150824004\2\CamStation1_Dut2_Dot3_09462836.jpg,2022/08/24 09:46:28:5860,1,0,0,0,0,0,0,0,12,0,0,True,False 
D:\Image\20220824\1150824004\2\CamStation1_Dut2_Dot4_09462952.jpg,2022/08/24 09:46:29:7379,1,0,1,0,0,0,0,0,9,0,0,True,False 
D:\Image\20220824\1150824004\2\CamStation1_Dut2_Dot5_09463066.jpg,2022/08/24 09:46:30:8829,1,0,0,0,0,0,0,0,10,0,0,True,False 
D:\Image\20220824\1150824004\2\CamStation1_Dut2_Dot6_09463182.jpg,2022/08/24 09:46:32:0308,1,0,0,0,0,0,0,0,3,0,0,True,False 
D:\Image\20220824\1150824004\2\CamStation1_Dut2_Dot7_09463297.jpg,2022/08/24 09:46:33:1847,1,0,0,0,0,0,0,0,10,0,0,True,False 
D:\Image\20220824\1150824004\2\CamStation1_Dut2_Dot8_09463413.jpg,2022/08/24 09:46:34:3386,1,0,0,0,0,0,0,0,17,0,0,True,False 
D:\Image\20220824\1150824004\2\CamStation1_Dut2_Dot9_09463534.jpg,2022/08/24 09:46:35:5344,1,0,0,0,0,0,0,0,4,0,0,True,False 
D:\Image\20220824\1150824004\2\CamStation1_Dut2_Dot10_09463649.jpg,2022/08/24 09:46:36:6774,1,0,0,0,0,0,0,0,2,0,0,True,False 
D:\Image\20220824\1150824004\2\CamStation1_Dut2_Dot11_09463766.jpg,2022/08/24 09:46:37:8752,1,0,0,0,0,0,0,0,1,0,0,True,False 
D:\Image\20220824\1150824004\2\CamStation1_Dut2_Dot12_09463887.jpg,2022/08/24 09:46:39:1089,1,0,0,0,0,0,0,0,22,0,0,True,False 
