File,TestTime,HavePad,Edge,DarkDot,DarkCircle,DarkPlane,WhiteDot,WhiteCircle,WhitePlane,IOXColor,NullColor,Scratch,ToolResult,Pass 
E:\Image\20220901\022\1\CamStation1_Pcs1_PAD1_09071715.jpg,2022/09/01 09:07:17:3821,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\022\1\CamStation1_Pcs1_PAD2_09071848.jpg,2022/09/01 09:07:18:6833,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\022\1\CamStation1_Pcs1_PAD3_09071963.jpg,2022/09/01 09:07:19:8333,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\022\1\CamStation1_Pcs1_PAD4_09072078.jpg,2022/09/01 09:07:20:9827,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\022\1\CamStation1_Pcs1_PAD5_09072193.jpg,2022/09/01 09:07:22:1323,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\022\1\CamStation1_Pcs1_PAD6_09072310.jpg,2022/09/01 09:07:23:2858,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\022\1\CamStation1_Pcs1_PAD7_09072423.jpg,2022/09/01 09:07:24:4336,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\022\1\CamStation1_Pcs1_PAD8_09072541.jpg,2022/09/01 09:07:25:6310,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\022\1\CamStation1_Pcs1_PAD9_09072658.jpg,2022/09/01 09:07:26:7852,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\022\1\CamStation1_Pcs1_PAD10_09072773.jpg,2022/09/01 09:07:27:9468,1,0,0,0,0,0,1,0,0,0,0,True,False 
E:\Image\20220901\022\1\CamStation1_Pcs1_PAD11_09072887.jpg,2022/09/01 09:07:29:0768,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\022\1\CamStation1_Pcs1_PAD12_09073010.jpg,2022/09/01 09:07:30:2985,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\022\1\CamStation1_Pcs1_PAD13_09073137.jpg,2022/09/01 09:07:31:5824,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\022\1\CamStation1_Pcs1_PAD14_09073254.jpg,2022/09/01 09:07:32:7399,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\022\1\CamStation1_Pcs1_PAD15_09073370.jpg,2022/09/01 09:07:33:8852,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\022\2\CamStation1_Pcs2_PAD1_09073488.jpg,2022/09/01 09:07:35:0835,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\022\2\CamStation1_Pcs2_PAD2_09073602.jpg,2022/09/01 09:07:36:2371,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\022\2\CamStation1_Pcs2_PAD3_09073720.jpg,2022/09/01 09:07:37:3829,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\022\2\CamStation1_Pcs2_PAD4_09073835.jpg,2022/09/01 09:07:38:5340,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\022\2\CamStation1_Pcs2_PAD5_09073949.jpg,2022/09/01 09:07:39:6853,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\022\2\CamStation1_Pcs2_PAD6_09074066.jpg,2022/09/01 09:07:40:8409,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\022\2\CamStation1_Pcs2_PAD7_09074180.jpg,2022/09/01 09:07:41:9942,1,0,0,0,0,0,0,0,0,0,0,True,True 
E:\Image\20220901\022\2\CamStation1_Pcs2_PAD8_09074297.jpg,2022/09/01 09:07:43:1811,1,0,0,0,0,0,0,0,0,0,0,True,True 
